filename,L,A,B,cluster
../dataset_original/all/CC_1076_jpg.rf.9a3e83d9d85f420f8f0b595226f92c7f.jpg,143.05607666015624,142.237177734375,141.69762939453125,1
../dataset_original/all/CC_1077_jpg.rf.416e8b5500d511176c41a3fce0c36ef4.jpg,144.51668701171874,144.3341943359375,140.798701171875,2
../dataset_original/all/CC_1078_jpg.rf.b63324ded8c3b27867e90e8c14a4a8db.jpg,120.27785536062188,136.35606863314763,139.33151284918384,1
../dataset_original/all/CC_1079_jpg.rf.a013d2a2e368b87cfabd4340afe99af2.jpg,138.34732666015626,143.46994873046876,134.33588134765625,3
../dataset_original/all/CC_107_jpg.rf.7fd2e336337b37d3d492530520ae893d.jpg,109.31690673828125,147.98941650390626,142.15400390625,2
../dataset_original/all/CC_1080_jpg.rf.e50f893df3a511ca17340e954a2f7ba7.jpg,119.94669189453126,143.3072802734375,134.58239013671874,3
../dataset_original/all/CC_1081_jpg.rf.d6d5e4be111579b52f99598593555da1.jpg,126.90463937274909,147.293418265321,147.32209887803756,2
../dataset_original/all/CC_1082_jpg.rf.769225099ea660e59999ddda3d95f6db.jpg,125.98662175906793,147.8153649319828,147.17714909339279,2
../dataset_original/all/CC_1083_jpg.rf.d0c8333a15a5a8a4df23190a128807f4.jpg,139.2940869140625,135.58651611328125,140.16663818359376,1
../dataset_original/all/CC_1084_jpg.rf.81e535facf110f12b5f7e7a43cc75a37.jpg,103.80061279296875,140.1048291015625,144.974638671875,1
../dataset_original/all/CC_1085_jpg.rf.043765d2bf692ad176362956ed77aeee.jpg,126.5041455078125,132.5980224609375,137.646767578125,4
../dataset_original/all/CC_1086_jpg.rf.93a232d4d634c7bf7af55821bb9f02da.jpg,137.96221435546875,135.55546630859374,133.10760498046875,4
../dataset_original/all/CC_1087_jpg.rf.496993c1f24f1fd7dbac19fc490c217c.jpg,154.8675537109375,139.481103515625,135.31792724609375,3
../dataset_original/all/CC_1088_jpg.rf.e7568ad3c0ed102144d7d53f52d079d7.jpg,114.45373446917905,147.91477931159412,146.91265270267922,2
../dataset_original/all/CC_1089_jpg.rf.cf9e3ce42b722961a7416132c5ac6c20.jpg,112.85743740358372,149.21736926941182,147.61230518966812,2
../dataset_original/all/CC_108_jpg.rf.86a4b9f28890e98826c1b6098106884d.jpg,107.5503515625,148.04970703125,142.13724853515626,2
../dataset_original/all/CC_1090_jpg.rf.25ce65d0077f3243c211a4a889838c62.jpg,118.49818115234375,143.862060546875,134.66777099609374,3
../dataset_original/all/CC_1091_jpg.rf.7b3c9ead8249623cbf082511eb3caf60.jpg,131.63469970703125,145.37435546875,136.48064453125,3
../dataset_original/all/CC_1092_jpg.rf.58073891c1b2020ac4aa67b974fc44db.jpg,118.58135656946425,137.74390857243304,131.6678426336452,4
../dataset_original/all/CC_1093_jpg.rf.07de4890bbf97c4d18f30e281e5867f5.jpg,137.223308129329,138.12418729903735,135.13239548720554,4
../dataset_original/all/CC_1094_jpg.rf.6d74e35935f6f144dabf669611cf83b9.jpg,143.34115478515625,139.40924072265625,133.69275390625,3
../dataset_original/all/CC_1095_jpg.rf.4b400cdf66f92d7878220527ca5d18e2.jpg,170.8043359375,138.56052001953125,143.75855224609376,1
../dataset_original/all/CC_1096_jpg.rf.a2fc0c3a9140d583d18d5e8e1ffcbe88.jpg,132.98838623046876,141.40078369140625,137.41564697265625,3
../dataset_original/all/CC_1097_jpg.rf.584fa0a905aa62624d01965a682adde1.jpg,142.69496826171874,141.3490673828125,137.2916455078125,3
../dataset_original/all/CC_1098_jpg.rf.829fcac856fae541b8f308915d6d8e48.jpg,138.29713623046874,140.99020751953125,137.72956298828126,3
../dataset_original/all/CC_1099_jpg.rf.d01e676cfd7963b681b70a256ce18d8e.jpg,147.87101806640624,143.27368408203125,146.73572021484375,1
../dataset_original/all/CC_109_jpg.rf.66db01a2564f78c5c7c986bc946067f1.jpg,118.06739496167661,146.5915647029235,138.2005440236753,2
../dataset_original/all/CC_10_jpg.rf.93eb991490e7bc043ba3c79d60af758d.jpg,116.3739013671875,146.92171142578124,136.9445751953125,3
../dataset_original/all/CC_1100_jpg.rf.e5b2f6891205ac276ba1e0288ec5c1fa.jpg,124.93987548828125,142.60763916015625,137.8259423828125,3
../dataset_original/all/CC_1101_jpg.rf.dd6ff56e44b711131b2ed945875c486b.jpg,139.06052734375,136.99210205078126,127.42293212890625,4
../dataset_original/all/CC_1102_jpg.rf.2735b7cafc8732e03e9f897af722a66f.jpg,134.640751953125,137.32428466796875,136.77658935546876,1
../dataset_original/all/CC_1103_jpg.rf.010aaa3797b337e88175357d4422fd12.jpg,127.72884033203125,133.16849365234376,136.14953857421875,4
../dataset_original/all/CC_1104_jpg.rf.9fad1dfa4224488343df4f6ddca975c1.jpg,126.0350244140625,136.95492431640625,138.9468505859375,1
../dataset_original/all/CC_1105_jpg.rf.caa4549a9a9327f96cc47e13f264c338.jpg,143.42590896769988,148.55610581607462,134.74897131400746,3
../dataset_original/all/CC_1106_jpg.rf.30c03d84099a328a809c16e630c50429.jpg,143.06392333984374,148.31933837890625,137.8594287109375,2
../dataset_original/all/CC_1107_jpg.rf.cb48db12b747deafdf27813b6f9db740.jpg,143.33140380859376,149.45146728515624,136.2168896484375,2
../dataset_original/all/CC_1108_jpg.rf.d93988d4f57e148149cf1277ce408c80.jpg,139.4908544921875,151.9923486328125,125.13030029296876,3
../dataset_original/all/CC_1109_jpg.rf.98b459180a4125dbf423a7844dd836a5.jpg,165.79755859375,139.89650390625,132.1724951171875,4
../dataset_original/all/CC_110_jpg.rf.973577ba239eb03b11236a65dac50787.jpg,105.69958359282461,145.63669511912175,137.73912884199729,3
../dataset_original/all/CC_1110_jpg.rf.5abbafdbd54f25600f8103e9a429adbc.jpg,157.7162158203125,144.93737060546874,134.1030029296875,3
../dataset_original/all/CC_1111_jpg.rf.d6783c283c105819fa2b4a21b91f424d.jpg,147.9743994140625,146.0978271484375,131.83642822265625,3
../dataset_original/all/CC_1112_jpg.rf.b06bfdabac121755ae8e06db50e219c1.jpg,157.59589599609376,152.50174560546876,131.89429443359376,3
../dataset_original/all/CC_1113_jpg.rf.24a89cc1f62f12f22997b8975bd0bec6.jpg,149.0903564453125,148.938017578125,134.10684326171875,3
../dataset_original/all/CC_1114_jpg.rf.08a3ee6c8411acab5602e7cf030a87f6.jpg,141.53330078125,153.28346435546874,135.24233154296874,2
../dataset_original/all/CC_1115_jpg.rf.aba383a0d89b34010690d9e68ab2000a.jpg,140.6616162109375,143.0532373046875,133.77463134765625,3
../dataset_original/all/CC_1116_jpg.rf.a09742a4b033777a161ca93090a041a7.jpg,160.72898193359376,145.85376708984376,128.05160400390625,3
../dataset_original/all/CC_1117_jpg.rf.122ac45c0c19e6460d9ddb741f233e74.jpg,152.71517578125,145.7298779296875,131.83455810546874,3
../dataset_original/all/CC_1118_jpg.rf.3548a54813f0c4ba2af8ed28fa8da2c5.jpg,156.34476318359376,144.9662841796875,129.23598876953125,3
../dataset_original/all/CC_1119_jpg.rf.dc47a8aed8ebe1e2af278e868735e3d5.jpg,158.26550537109375,148.25403564453126,136.9166650390625,2
../dataset_original/all/CC_111_jpg.rf.7c0c4f09fff3c71855c1f9bc6ef80de7.jpg,105.55731580463839,145.8102105299142,137.85966625807617,3
../dataset_original/all/CC_1120_jpg.rf.c9d26a88b66afd075ea18638c0b1a326.jpg,154.37286376953125,140.9458935546875,142.6321533203125,1
../dataset_original/all/CC_1121_jpg.rf.14f17c88bb457f71f4f6f72180b767ee.jpg,158.6609326171875,134.2931982421875,134.1798828125,4
../dataset_original/all/CC_1122_jpg.rf.08ac4979ecc0179428bef82302ec2df0.jpg,131.12878662109375,132.3738720703125,133.5353369140625,4
../dataset_original/all/CC_1123_jpg.rf.00b396cc7d32aab508a7356efc05e6a4.jpg,126.892509765625,136.72203857421874,134.58103759765626,4
../dataset_original/all/CC_1124_jpg.rf.19fc258dc089b45284e64f1c4ce188e5.jpg,135.49319091796875,136.5306103515625,134.69232177734375,4
../dataset_original/all/CC_1125_jpg.rf.c94cadd1fb366e47d028c4ddffb2a9c8.jpg,138.7120993605413,146.33720691475838,146.83443250483995,2
../dataset_original/all/CC_1126_jpg.rf.8fb9b0c402bf76d7ed12f8a42563494d.jpg,138.15202290113626,145.82904751204165,146.52694107647065,2
../dataset_original/all/CC_1127_jpg.rf.b22b1d8b999af19bd4555342cbba1570.jpg,135.0994917392316,146.3989295905745,145.71420313284588,2
../dataset_original/all/CC_1128_jpg.rf.9014e766845bc30f2e81432b15805da7.jpg,155.35391041948446,130.63306949740965,133.01816170977398,4
../dataset_original/all/CC_1129_jpg.rf.1abbefb8baaff8ebd5c881862ba5d530.jpg,171.77677001953126,143.8710888671875,142.0286865234375,2
../dataset_original/all/CC_112_jpg.rf.c52f0f31e39b6563495282c3b0dcaac6.jpg,111.02298131943546,146.48043901402568,137.71111187091387,2
../dataset_original/all/CC_1130_jpg.rf.321c01c097f04c8f20de88d70921481b.jpg,173.0745166015625,144.86817626953126,142.6630908203125,2
../dataset_original/all/CC_1131_jpg.rf.91ed92b14c49ea92e7949bb0f73080b9.jpg,163.5716152129213,145.2262450731879,143.91446028513238,2
../dataset_original/all/CC_1132_jpg.rf.66db2af9f96c0e25966d95e0c635e3a4.jpg,153.0903662109375,134.5297314453125,141.02430419921876,1
../dataset_original/all/CC_1133_jpg.rf.7aca04779b0b3c9c74a87a0c98222f12.jpg,120.76770751953126,142.8263525390625,138.004814453125,3
../dataset_original/all/CC_1134_jpg.rf.82b8304071c65ca46423a3b7ab9988be.jpg,126.962373046875,140.4001904296875,130.55541259765624,4
../dataset_original/all/CC_1135_jpg.rf.3db86da4bf6537acfa2855e750592136.jpg,135.055927734375,140.3508056640625,128.84915283203125,4
../dataset_original/all/CC_1136_jpg.rf.05fecc5eabdc7443bce88c136e07f1a3.jpg,141.4175658089106,133.73482323583775,137.24422485759004,4
../dataset_original/all/CC_1137_jpg.rf.898b248c3a1bf3270f1c814f13f54345.jpg,138.52031494140624,141.32056640625,141.43208984375,1
../dataset_original/all/CC_1138_jpg.rf.039d2b859308efeaef266da7a73eac0f.jpg,139.9255224609375,140.914033203125,137.5156005859375,3
../dataset_original/all/CC_1139_jpg.rf.2544239fa2e390ed0d3e6fcc49e57113.jpg,131.78340087890626,141.56031982421874,135.6284716796875,3
../dataset_original/all/CC_113_jpg.rf.4f1da59e8de8a232fb121aa39b7f4452.jpg,107.86678955078125,151.55296142578126,140.1868505859375,2
../dataset_original/all/CC_1140_jpg.rf.2d3a1c60fd9760da16ed4ad3d8079095.jpg,122.545361328125,145.5467626953125,140.06140869140626,2
../dataset_original/all/CC_1141_jpg.rf.962bfe9857337fd251a833388bac7441.jpg,119.64027960213096,146.40036427382063,145.29705895278602,2
../dataset_original/all/CC_1142_jpg.rf.d4bb147f9e9ebe48ac5967557d4feaf0.jpg,116.14017333984376,141.4404931640625,136.86360107421876,3
../dataset_original/all/CC_1143_jpg.rf.44676cf8736455f10de36cce62525548.jpg,133.55878662109376,144.465986328125,135.53593505859374,3
../dataset_original/all/CC_1144_jpg.rf.7cb1bdd0461f7566a84d053f64a383bc.jpg,104.9860888671875,145.67564453125,140.88249755859374,2
../dataset_original/all/CC_1145_jpg.rf.9ea4a0a5076914e72be0ec62a7b88d48.jpg,133.556435546875,144.4955078125,135.49678466796874,3
../dataset_original/all/CC_1146_jpg.rf.285870996390da7540aba2e4f45d204a.jpg,122.050576171875,141.3556982421875,139.535966796875,1
../dataset_original/all/CC_1147_jpg.rf.a13188f2d8330d9ca72966a3f29319c2.jpg,133.73125244140624,144.46461181640626,141.2987890625,2
../dataset_original/all/CC_1148_jpg.rf.5d73ea42eb18e5ff07f0d0e27feb92fa.jpg,144.0682763671875,143.26736083984375,138.56488525390625,3
../dataset_original/all/CC_1149_jpg.rf.58e98b52762912e05d2f4f72a78fe6ee.jpg,98.4496286602962,141.04864037422058,136.36861263971016,3
../dataset_original/all/CC_114_jpg.rf.6a86f0bcbcdb7a50f53a46b8a8fbf592.jpg,107.157001953125,151.351669921875,139.7688232421875,2
../dataset_original/all/CC_1150_jpg.rf.e00c6a4801ad4e5835a87666dbbfcc17.jpg,139.4976953125,142.63658447265624,135.33798583984375,3
../dataset_original/all/CC_1152_jpg.rf.efe3d03d549564ca3d88f12af4a44400.jpg,132.554375,145.74265869140626,135.3758935546875,3
../dataset_original/all/CC_1153_jpg.rf.d7f6ae8b145597497edf6d45329dde5d.jpg,151.304208984375,138.55413818359375,134.6843212890625,4
../dataset_original/all/CC_1154_jpg.rf.933410522bc0ead5c523c330e95cac2c.jpg,143.9569140625,142.29815673828125,126.85321533203125,4
../dataset_original/all/CC_1155_jpg.rf.62b68c16a116f19c46339b335c3ec2e1.jpg,134.90139404296875,136.0714697265625,128.14171630859374,4
../dataset_original/all/CC_1156_jpg.rf.5c5ae3f935c7855ffda2cc7f83ea5757.jpg,141.364619140625,148.998388671875,134.52217041015626,3
../dataset_original/all/CC_1157_jpg.rf.4316de1e0fb7e0815a1adf583a944b72.jpg,124.74421630859375,147.5183837890625,133.09497314453125,3
../dataset_original/all/CC_1158_jpg.rf.d2fd1d84549df0cb2e1180af35c4c03c.jpg,128.64187255859375,143.28158447265625,125.639384765625,4
../dataset_original/all/CC_1159_jpg.rf.4d116750bb91e49a4c23ff5f546dc729.jpg,143.72532647784786,142.03532967609783,126.1323562801667,4
../dataset_original/all/CC_115_jpg.rf.4b70f220845f790ce7ad623a42969def.jpg,106.08925537109376,151.05705810546874,139.725771484375,2
../dataset_original/all/CC_1160_jpg.rf.955fb51237468398d8b522a0abe19216.jpg,149.19935791015624,145.1524609375,133.03656005859375,3
../dataset_original/all/CC_1161_jpg.rf.81fbce9bec361492fadded8a9f4f75df.jpg,139.34697998046875,150.1808642578125,137.46098876953124,2
../dataset_original/all/CC_1162_jpg.rf.2fa8c99fca67e71f22578c68d4335583.jpg,138.213466796875,142.15180908203126,122.89542724609375,4
../dataset_original/all/CC_1163_jpg.rf.9e514f92373b96a24c5c03ee695caea5.jpg,140.26022705078125,146.9824072265625,132.47013916015624,3
../dataset_original/all/CC_1164_jpg.rf.33b3f24d15f97b7911e3e67156bd02b0.jpg,143.4046337890625,144.18854736328126,130.20601806640624,3
../dataset_original/all/CC_1165_jpg.rf.2bdf29fa59779499138ccf9882fa1cf5.jpg,146.97173095703124,146.05500244140626,127.44896484375,3
../dataset_original/all/CC_1166_jpg.rf.083c79934fcb53d9122fb6d5db9db673.jpg,142.9546044921875,146.492109375,132.87927490234375,3
../dataset_original/all/CC_1167_jpg.rf.faf8466017a896274ca6cbfe89bb4b82.jpg,149.88743408203126,137.451630859375,133.05353271484375,4
../dataset_original/all/CC_1168_jpg.rf.d05eaa23bcc6e0f8b16b7cbea1f7c073.jpg,135.157138671875,145.99518798828126,132.95044677734376,3
../dataset_original/all/CC_1169_jpg.rf.d18fd3c9832de47eaa29312453662aa3.jpg,143.93566878825388,134.7343352889045,137.15256384903284,4
../dataset_original/all/CC_116_jpg.rf.189a67eb693095a3318aec4fa96fa828.jpg,106.7892578125,150.53857666015625,139.33048583984376,2
../dataset_original/all/CC_1170_jpg.rf.da4d7600575db62356cd7ccb0c1da686.jpg,115.4769287109375,148.21664794921875,141.07712890625,2
../dataset_original/all/CC_1171_jpg.rf.cc3c85aca53448c739db37a6db06615d.jpg,115.5690869140625,148.1679638671875,140.8310302734375,2
../dataset_original/all/CC_1172_jpg.rf.b0bb5759ca2a8f69a2bb4b32c004d342.jpg,120.4082568359375,147.7613818359375,140.9797119140625,2
../dataset_original/all/CC_1173_jpg.rf.d6136011ef9eaf42ad2d732d62cd3d08.jpg,130.22080810546876,141.19288818359374,146.41473388671875,1
../dataset_original/all/CC_1174_jpg.rf.bd9fadb6468a0e2045a7adf76f23db1f.jpg,139.48977045786356,136.4409860399709,136.9115840409377,1
../dataset_original/all/CC_1175_jpg.rf.d88721e2e5905809ed45dc416b065d4c.jpg,126.40225082517,148.72805312901815,145.57781518843038,2
../dataset_original/all/CC_1176_jpg.rf.3f2a6cf64a8cc64f867410d860d9880e.jpg,125.4783393268143,148.55995422689273,145.71178217386014,2
